Position X,Position Y,Position Z
1552.07,5198.06,1832.27
1624.99,5155.14,1872.89
1766.09,5135.1,1834.56
1718.76,5142.55,1835.47
1727.74,5156.98,1839.61
1736.36,5243.87,1836.83
1717.7,5222.94,1841.31
1761.29,5178.91,1853.32
1754.94,5183.65,1853.94
1773.13,5175.03,1856.73
1767.51,5147,1861.67
1731.8,5157.92,1870.8
1769.94,5130.53,1872.67
1818.35,5140.63,1831.16
1832.7,5148.14,1842.01
1876.1,5162.79,1846.11
1890.78,5189.34,1859.5
1818.67,5159.68,1861.12
1889.39,5167.8,1860.44
1824.57,5236.29,1860.24
1873.07,5210.48,1870.04
1890.7,5194.06,1874.12
1820.1,5128.12,1878.1
1791.74,5194.29,1886.38
1926.9,5169.64,1827.24
1948.33,5189.25,1829.68
1954.17,5197.31,1829.63
2013.81,5165.14,1838.94
1982.37,5191.46,1845.75
1930.19,5172.88,1856.97
1917.98,5218.57,1857.95
1933.82,5153.23,1870.32
1931.31,5159.67,1873.84
1982.97,5169.02,1873.81
2054.93,5196.46,1831.35
2038.61,5202.66,1839.1
2129.18,5237.7,1838.49
2100.68,5158.64,1842.38
2072.34,5172.6,1844.37
2054.74,5173.26,1844.59
2113.12,5200.7,1859.27
2027.47,5142.98,1866.54
2085.76,5136.41,1882.84
2065.53,5167.12,1885.62
2154.79,5175.04,1834.16
2139.68,5199.52,1833.41
2258.09,5152.87,1837.05
2206.54,5182.52,1862.12
2241.44,5237.8,1875.26
2267.2,5211.09,1884.58
2389.54,5128.65,1849.91
2385.47,5134.95,1870.15
2420.37,5167.01,1876.64
997.065,5334.15,1864.79
1113.36,5294.04,1877.5
1179.16,5272.86,1855.87
1278.49,5315.08,1874.79
1341.91,5337.84,1827.37
1315.14,5252.04,1846.53
1299.09,5302.58,1879.48
1338.31,5328.44,1885.44
1443.93,5323.26,1828.55
1488.98,5338.62,1835.61
1562.83,5280.86,1829.6
1706.46,5276.83,1829.4
1758.86,5325.97,1833.06
1749.98,5299.8,1882.65
1753.86,5309.4,1880.85
1870.45,5288.97,1824.81
1835.39,5252.28,1833.4
1850.75,5315.99,1834.55
1826.28,5319.65,1833.88
1870.89,5273.14,1842.23
1809.25,5327.14,1843.36
1849.98,5337.08,1858.31
1811.41,5361.62,1859.01
1834.62,5364.36,1858.19
1818.36,5342.95,1865.71
1856.98,5337.49,1881.75
1992.1,5300.52,1854.12
1906.42,5331.46,1884.61
2066.91,5249.3,1826.18
2138.58,5310.85,1854.44
2183.72,5272.31,1828.49
2206.03,5296.81,1841.73
2235.03,5298.55,1872.9
2284.26,5280.41,1840.72
2291.93,5287.6,1856.1
1157.19,5383.29,1850.53
1280.98,5474.84,1855.56
1189.48,5401.53,1875.52
1270.8,5433.1,1877.82
1280.58,5447.78,1883.24
1302.59,5481.17,1826.34
1317.73,5375.38,1833.49
1337.26,5377.39,1841.8
1307.06,5454,1850.38
1389.01,5437.89,1861.93
1335.94,5448.28,1868.94
1320.55,5456.58,1871.89
1448.67,5486.81,1842.27
1459.9,5412.04,1858.03
1731.91,5443.86,1825.18
1726.62,5454.61,1829.19
1736.38,5375.48,1841.89
1821.74,5440.94,1831.53
1845.98,5397.08,1838.3
1782.41,5408.54,1838.67
1878.35,5476.66,1843.5
1794.68,5433.35,1855.64
1888.67,5473.01,1865.35
1890.11,5487.9,1870.46
1859.74,5390.63,1876.58
1853.34,5385.69,1882.84
1929.7,5457.52,1826.43
1948.13,5465.29,1828.5
2055.19,5457.9,1827.89
2132.88,5472.98,1868.76
1030.11,5527.48,1869.59
1203.47,5586.75,1826.63
1221.01,5547.24,1840.5
1236.48,5518.7,1848.68
1256.1,5526.59,1854.94
1263.19,5529.86,1855.15
1343.83,5518.56,1835.3
1328.69,5525.66,1832.73
1352.85,5511.7,1842.75
